stockname,datetime,news,link
DEEPAKFERT,2026-05-12 09:08 IST,Deepak Fertilisers Downgraded to Sell Amid Technical Weakness and Financial Setbacks - Markets Mojo,https://news.google.com/rss/articles/CBMi3wFBVV95cUxNakNUNno3RV9lRkZnUjlTZlFheWp6YVZRQ2hYckxoVG1GbW1NcmdubXh2dUpuaDF4b3B2OXVPLXZiQ2tTX053Mm11OGtrcmk5Y1hrZm1LT1N0UmZjVVdVZXpVcU5RNFJza2lQUlhVdUx3M0VNNmZiNERVNnJBeElDMFpGZ195WElILWFMZzgwQlBtNE9lRlByNVg3LU9kaDRIWEhaNktkZ1NWZEY2dGlYenNLUktFUkNEdGpWNndRRlFRSHBweF9aR3laR2lra28zTnA5cHBMc3dRREQ0RUdF?oc=5&hl=en-US&gl=US&ceid=US:en
DEEPAKFERT,2026-05-12 08:15 IST,Deepak Fertilisers And Petrochemicals Corporation - Negative Breakout: These 10 stocks cross below their 200 DMAs - The Economic Times,https://news.google.com/rss/articles/CBMijwJBVV95cUxOckt5SldBY1VPdFktbldfSVdMcHc5dDJQcUZyX2hJNnpZcnF1VGZHYlRwY01mUnBmUXFsTWxWR21Fc1NOZ1hmakNyV1RzZDBvSkFyMEszQjU4elFFdjVUdUh2eTZqOTMwMjZTVkFTVG4zLXpra084bk1MSC1mcE9nbTR1bzNYUjE0ajVVZ0FmR3NzWnhyTlBYZnRTNEdhelpFZ3h1LVhwbXIzeGtLZk5mZXFTZFJGNHhPeEVGZjZyNTJiOVlZNmN3aTRyTjlsOTJPYjg1Y01tejU5WHlzNmpIOWZoejZQUU9yMF83WktXODB6cFlydjU3c2VFblIwYnh3dGpMYVpDTWR3Qm9BODNv?oc=5&hl=en-US&gl=US&ceid=US:en
DEEPAKFERT,2026-05-12 08:07 IST,Deepak Fertilisers & Petrochemicals Corp Ltd Faces Technical Momentum Shift Amid Mixed Indicators - Markets Mojo,https://news.google.com/rss/articles/CBMi6AFBVV95cUxOWWJIQVdzZ1F4REJPb2JkQ0ozbmpSZGEyTkljcmdvSzRScEhIbGxZZnZyOGZLMXBwbUZZdHRPUFBlb3FwY1p0UV9UbVVIX0d5NGFzM0hsS2RMWllLMjBQdUVJLUNCWUc2aG5UaGxnNmV2WHkzbXhrZlZTY2lKNEtsVnFsVDlSNUlBS0VHbHpIWWViZFZSUnhkamNhVGV2NnUtZUkzTU43VHhNdXUwSUIteTVVS1hEVVVzRTYzNl90Y2lEX1N6S1JyVXAwcDJuaFhlS1F1MlBMcVo2QnM0d0EwZFQ5dEN2NjNk?oc=5&hl=en-US&gl=US&ceid=US:en
DEEPAKFERT,2026-05-10 13:59 IST,Number of shareholders of Deepak Fertilisers and Petrochemicals Corporation Ltd. – NSE:DEEPAKFERT - TradingView,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNSTdoWUV6blNaQjVlSkpIWVNMTDhqeVExLTZZaVVFNFcyS2xabXhCT3l2NGFGUzRqVXdWNC1HeVczVUpSWXlDcldJSXFNd1VQZVhSUGh0allGRkpmUjRmcWVFTS0wVE4tYTYxcUZxQmVPM0d2bjN2UWU2LVVfQ1RMaWZEdmhCcUJUU0FPYkpYRkFMSmtoU0JzemlGREVGS256a0s5VUFpaUZyNkk?oc=5&hl=en-US&gl=US&ceid=US:en
DEEPAKFERT,2026-05-07 17:00 IST,Deepak Fertilisers: How the Chemical stock Is Expanding into Mining-Explosives Business - Trade Brains,https://news.google.com/rss/articles/CBMirwFBVV95cUxNaFlCWlJSd1hvUTFEdW5FWjROdW1zUjMzWXNJUmxXaFhDUXZGV1d2aEFSOVcydm9IQnNHWDBpTDU3dzJfNDBPWEpXYU1nUW9xaFJEeVJ3VGJhUGo3UHFoZXVPOEwzTlBQX0JMSV9RT05scElVV3ZJYmx2aVdJd21TUWppRWFidGV3TkdfTlZHUHdzMlRYc2J0TnE3a2RBYWZIYUNnUi1yamxNRlgydEg4?oc=5&hl=en-US&gl=US&ceid=US:en
DEEPAKFERT,2026-05-07 15:16 IST,Deepak Fertilisers unit buys explosives maker for ₹121.45 Cr to boost mining services - Whalesbook,https://news.google.com/rss/articles/CBMijAJBVV95cUxOQjF4V2c5czhaVm9uNkJnNmVDd05DMWVpdmFUaUZCLTVkb2RSMGdRa3FUc19mZHY5QXdETVpUZi01VEZQRDA3aDNxRFloTDBMRzlPa18tbU84Q1VxSHk1N1N0VUxSV0F3eTNtX0F6dWRiOFUxWkxiV1FOdHRBQ1ItdmJGcEVnVGVnNVBxcE56b2dweVVtSl90Tmdfa3NUYnFhd2hyMnYzX3RsajNNdWdxTGJhMnlqWE1tbm9sSjNodWp1M3VVQVRsTlZHZjI4b0F0ZlNTOXluZEUxcjZvd1NoMi1yT2VZc2tWa1VCWE15cWVteVdxeVFoTE9aTnBtdHlpbW81YWZzdDQ3WG5D?oc=5&hl=en-US&gl=US&ceid=US:en
DEEPAKFERT,2026-05-07 09:03 IST,Deepak Fertilisers & Petrochemicals Corp Ltd Upgraded to Hold on Technical and Valuation Improvements - Markets Mojo,https://news.google.com/rss/articles/CBMi8wFBVV95cUxPUzBCcDVORFh4VDhveVY5TVhxYkNhUkszakxNQlZDeGpuY2FpN0xiQWYtLWhfTGNHQV92VXBHX0tqeTN4VDNvQ0J6NkdvRWlIVHB1NEU5WVplS3VTT1ZWVk05NU5LQU4wS0VOczNmc3V2TGJKZzllS0YtNmdRTHVGdEhzZHllRUY4MkhFSXhWMy1rUUNMdnZjV2tmV240Z0ZYWFhjTDhmQlFNdlBtbTFERkhKZnlTWW9pSzRYZnhjU1p6M25iUXRsTXJVYS1taVd0bHh6WWVBRkpVamlzY3Z3NEo0dW8wSUVhTGVsNEVpZ3RoY28?oc=5&hl=en-US&gl=US&ceid=US:en
DEEPAKFERT,2026-05-07 08:05 IST,Deepak Fertilisers & Petrochemicals Corp Ltd Shows Mildly Bullish Momentum Amid Technical Shifts - Markets Mojo,https://news.google.com/rss/articles/CBMi5wFBVV95cUxOMEpLZUZlak8tNlJGX0NGSk5iQkE1c2lDaHhMeE0zQ19qNDBfWlRqYUdDYzdoWjVQLWpILVN2MVdMZGtyVzVVRXZFZXpfQ2F5bURQS0t6Mnp1NFhscTY4VUpadXZ4M2h6TS03czhrRkk4Sl9IRzl5dWpQZlhNNFExZVdTcjNMT1hwTTVMOGg4RGtqV1lCcGpfc2VQMmY3T2dSVkozRzd2WG9iVFltWUJqRXphZHJVcVA3SU0yV3NYQm9Ma2tQekcwMk0yamg1aXBDM0tZbDMzTUdOaUxhY1NYQnRrR0U1VEk?oc=5&hl=en-US&gl=US&ceid=US:en
DEEPAKFERT,2026-05-07 05:25 IST,Deepak Fertilisers Arm Completes Rs 121.45 Crore Explosives Acquisition - TipRanks,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPd1FMaEJDcmowR1dpaTFfQlFtbUFhcXVaZXF4bDZ5LVdNQUVvZGdRS2VnMDd2czdaZl81TnByRHY5cFIxNjRFLXdNc0ZpUmhqcTNSRThPeC0tOWNod0ZVbTNNWDljbDhkSVFmMGpXRW9SMlpTdTJDSmdvUzYyY2p3S2FrZUlEVmJFTmxlQnZ2blFnUTdBOHo1TXMzLW1PMExsVnhrWmNQNVkzRmo3aHQ1Z0NwTklCNDZmRDkzWC0ySWw?oc=5&hl=en-US&gl=US&ceid=US:en
DEEPAKFERT,2026-05-07 02:09 IST,Deepak Fertilisers' Subsidiary DMSL Completes Acquisition of Chardham Chemicals for ₹121.45 Crores - scanx.trade,https://news.google.com/rss/articles/CBMi6AFBVV95cUxQUXBNSmdld1BKalE0NFJEVVBGUzJjMjN2cWdGbUR2QW5KX0phZ1J5LXRTbDZOZTBUVUZiQnZCTS05UUQyLThER3FsTmU1YlowQTE5U2JiRlBaUlBPeXhaanJyaUdKU1BUWHlTYUZSQkdza21VWlM5M0ZzX2RJbVVqT2xjRF9JQlIyR2FPaTJ0OFNRWFVQT21mLXNRbUVPaGRONzJaOW1uOWlfRVFmNTZ6R2g1M2FUcXdObzVFdUY5Y2VKclVBNmxrWHVRb1pPVHlfWTFPdU1FVlhiMzN2ajJ2ekdScllYS2wy?oc=5&hl=en-US&gl=US&ceid=US:en
DEEPAKFERT,2026-05-06 23:12 IST,Deepak Fertilisers and Petrochemicals Corporation Limited Subsidiary Completes Acquisition of Chardham Chemicals - InvestyWise,https://news.google.com/rss/articles/CBMiogFBVV95cUxQVUoxT19vOFJ2ZjRsdTRQb0xKc0lkaU80V05NdnVzdG9XQnN3bnJEWU5PZjhyblVTNGhJZ0J0clZBVnJtT2VxSlZMS3EwaVNsM0NoNThVTTN6SlZWM3RzWEEtNFlJN0VNVEU4ZFlXdnhseVR4OEUySlFySm4xdjdlT2o5TktkWFF5SHVzWnZEVVVSVzVKMFIyYjF6dDdoYm1TeEE?oc=5&hl=en-US&gl=US&ceid=US:en
AXISCADES,2026-05-12 19:54 IST,"Jupiter Capital Private Limited Releases Pledge on 1,50,000 Equity Shares of AXISCADES Technologies Limited - scanx.trade",https://news.google.com/rss/articles/CBMi9wFBVV95cUxOMG9MeHJuNndJdWQ0UW5fM1NFUEFUT2ZYaVRCZFE1cjJWZTlmcHBSaEFaWTZCOGNsLTZYWnoxNlVCUG95MlJKZHN6X0xQNUh1YXZ5SjNOdWxIeUFabXVDZXRPNnlKRzE3Z2VCMG9TWjE0cGctRGE5TDlWRTFSUWVlNEZDc1BWQW5TYzdlVXAyQnVBSXNfMVhMTWl5SXc4V05xTVZobUpSVTN3c3NZSGtTTWxLWnZaUEVlSjFMWENCRmYzNFdxdXZXblVtLVJfT2Y0WHlRUmw5SE94bTFFdllqZEN4WTRrbHhjODFwcXF6SlhSM1JNcEhn?oc=5&hl=en-US&gl=US&ceid=US:en
AXISCADES,2026-05-12 19:39 IST,"Axiscades: Jupiter Capital Clears 1.5L Pledged Shares, Corrects Disclosure - Whalesbook",https://news.google.com/rss/articles/CBMi5gFBVV95cUxPc3hBZGQxd0l2S1hNakZuMFBsWktaa0pmaF95S004ajNTRy1iT0pGUWxYdUFucXVNUE5HNzlkQVJyZEc2MFYxTVJFd3hmeUI3ZFdZX01VQlZBVE9mS1AtX1RCTEdBZ3l6b0diYm1RaHVMNGEyX2dKVzRCUmV6alNKdy1zYkFpQkdBaUU4VGkzQzlSNjZCek1zNmlLbl9pQ3ViTzlOdnlrcHZfUTcwZFRjbHp6bVg3RjlqTVVYdlNrM2VLUTBYT0RRdHFRS3lYcGlrUW1sYlM0V20xc0NwX2h4VmRsMENtUQ?oc=5&hl=en-US&gl=US&ceid=US:en
AXISCADES,2026-05-12 15:45 IST,"AXISCADES Technologies Ltd Hits All-Time High of Rs 2,039.7 as Momentum Builds Across Timeframes - Markets Mojo",https://news.google.com/rss/articles/CBMivAFBVV95cUxNaGhVRXZidi1rNnJHZ1dJZjc5UHRfRXF0OWg1bjJDSUxmVk5iZTZTb01Xalp2Uk1hUEpNMkZfR0dFUmQ4WXhsNW1SVS1iRG5zRy13Q0F0VWFlQVNhSEpGdG1YemlBZGlYTDdXMk1KeXUzSHdCQ0lOV0UwdEoyUlY3cFFORXdsdkMtTnNnMVlBTVpVUkVnbm9Ddmx0cDhqX0hNYUNLaTRIM1RpcGRodmZvT0p1VVBubUNHZThKdw?oc=5&hl=en-US&gl=US&ceid=US:en
AXISCADES,2026-05-12 01:22 IST,AXISCADES Technologies Ltd is Rated Buy - Markets Mojo,https://news.google.com/rss/articles/CBMiowFBVV95cUxQcjUxenpDc3Q0eFZodklncl9wR0RIVWF2aTZLVkhuMURfVVczQXNwY1pFNWlVSms0ZkVWb3RHTFRGN1JkcS1CUXFBVjZudExNTWdIX3dIcWNFd3Zvb3hzVUhQajBmUVN3aFJES3JzMW1MaERTN2w5eUpCZXVZTDZ1MWVNR2F0OE9BUXM5T1g5S3lIX1ZVdDFGT09BN181SVFpQ0ZZ?oc=5&hl=en-US&gl=US&ceid=US:en
AXISCADES,2026-05-12 01:22 IST,Broad-Based Technical Strength Lifts AXISCADES Technologies Ltd to 52-Week High of Rs 2119 - Markets Mojo,https://news.google.com/rss/articles/CBMitwFBVV95cUxPNC15TlJjNjNEV0NsX1pCMEZYNjVMTWtuSWoySS01SjZ1dGxucmlIRmhPdGNRZlQ3cS1WbS1CLTlGTzFhSUVGWEVGM0hrTHZMOWlDcE5vT2lYa25TOHlJNWVmOHFWcHVKSFlqOURZcGZDVXNSLWMxQzJPV0l3TlZla0RpZkdjcVJ5cWpaWlh1N2ZTZlNWV1NabklXN1B5aUtvUjg4OHkyajNLWnRyRUFWVVpjRlVyVTQ?oc=5&hl=en-US&gl=US&ceid=US:en
AXISCADES,2026-05-11 14:07 IST,"AXISCADES Technologies Ltd Locks at Lower Circuit With 5.0% Loss — Sellers Queue, No Buyers in Sight - Markets Mojo",https://news.google.com/rss/articles/CBMi0wFBVV95cUxQanpkbjVnT2Nxd1I4VXZrazJSTEhmZFNfcjQ0aE85YXJNRW9DNDl1NkxSUlJMOElpVlVvRVNkN0Nzc0o5aG13QXEwejd6VGR0SGNZM2JBQTFmR0JhVjNqQXRWS0RNbl9YSENOa1Zvd0ZqQ0x2V21rV0xUUzRzUFhQRDdYeEsxUFhwb0QzMi1RMlI0RS04V2VwN0V6Tld1M2pFWURzdDdpSDBWY1lITk5XT3NBcGJ1VTJLMjVaRmlkVkRMWDJ5czl6cjdtcVVwT2hIbGdV?oc=5&hl=en-US&gl=US&ceid=US:en
AXISCADES,2026-05-07 21:16 IST,161.9% Return vs 103.1% Profit Growth: What Powers AXISCADES Technologies Ltd’s Multibagger Rally? - Markets Mojo,https://news.google.com/rss/articles/CBMi5gFBVV95cUxOVVFqZFU5SkRVbDZGOGNoczJQcTRXVVF1QWNUU0ZmdE1aMzdRMG1RMUZCYURDUDlsLVJyWFgtMGUxNldZZFllSlZVWHBKYjFnUmR3M2U3WkdOQUt2SlFNaEJGNDFMR0ZtUU91OVA2dFlITTVsS09VWDBwenh5ZF9HOHpkSVdlM2d3WmIyRFBOZldZeUFobzlNV25TdmtVM1Zfdm5qU1Q0RjZhYmdYWkhUS1VRMWdlUVE4NVc0VGtJNXQyeW5WbnktVDg3UW9CQUNqYlYtc01SekYzdzFDeko2dkZFNlRPQQ?oc=5&hl=en-US&gl=US&ceid=US:en
AXISCADES,2026-05-07 12:35 IST,"AXISCADES Technologies Allots 13,600 Equity Shares Under ESOP 2018 – Series 2 - scanx.trade",https://news.google.com/rss/articles/CBMizAFBVV95cUxNclUzcXBOTmFZSzIxTW5nVWg4dFhPclRmQ2VLZU84Q1VxMVFvSVhoTS1jczhFQkZrX2pkWW1FYU53bmFnT0d2N0s2dW5VSFhPSEE4Zzg4bkp2aE9LWXZUSXRRN0pIQWM0eVBtTVVqaHZXZGI5ZWZBVTBPYm5yYXB1X1I3Znd1R01naWd2RTdfTkd4dnFWc0dWaXo0NG9BLTI1bGJNWkJ1LVRNZnk2QzZEY0w0c1J4Szcyb0xmSjc0T2xudC1GUkhReG16SnQ?oc=5&hl=en-US&gl=US&ceid=US:en
AXISCADES,2026-05-07 12:12 IST,Axiscades Technologies Increases Share Capital by ₹21 Crore Via ESOPs - Whalesbook,https://news.google.com/rss/articles/CBMijAJBVV95cUxQOFZzR1labkw2LUNLVFc5V09UNVRmOVMxdkpiQjZ5dXFWQmxhaS1QOTBTaV93dHB2c0VMRVNYWjZBakY3U0xJOFloS2c0UUNrdWk3X0k5cXZMUWt5MFhnQ0tzcWJlRmw0WlBUalhFaXN2UzZrUExWbzlFWWg0alJsZFVVRVk2a3g4cTNhUGdIYnFDbS0wQkxBTl9NNDh6R2ZiMjQ5blU4WVJCYXExR0w3a09acEloeGJ2TjlRbkFjN1dGZkVIVlJvS2Fwa0lmNWtwYW9mVVNYem1Odm5RMGFaTHNoM0lqQWQ3OThXRVJuQzRsNktrM3M2ajZLNkxUUmt4TXBuamNTeGJjdllB?oc=5&hl=en-US&gl=US&ceid=US:en
PATANJALI,2026-05-12 19:44 IST,"Patanjali Foods allots 4,400 shares under ESOP 2023 - scanx.trade",https://news.google.com/rss/articles/CBMi6wFBVV95cUxNdE9SclFjZ2d4Qmh5c21vZmZiT3ZETS1wa1g0R21QTW1kU1pDOEJFSEZRbVVuVUNGSW4wSGttbjJFZF9qQXExWWFONXlLQUdZREtFamxvdzRwN01qeUlwWnlIVE1zZDhhdl9UVlItc3AtUVB5WFZjOFFxT3FHc2tUdjlTNFBTV241VmFuLTNTbm12Qk40d2RyRUtJNlVxdWo1c09PeUhneWpMNE8tTlRkZV9faDBOZ1RaN3pDVXQyV1ZMUHd5NVJXWkdaOWJaeWRpWlFiRjItbmJoTkF4X2lHam5lVkxSRmJlMzlZ?oc=5&hl=en-US&gl=US&ceid=US:en
PATANJALI,2026-05-12 10:23 IST,Patanjali Foods Ltd Falls to 52-Week Low of Rs 451 as Sell-Off Deepens - Markets Mojo,https://news.google.com/rss/articles/CBMivgFBVV95cUxPT25sN3M2Tkgxa1hnZ2VidGZLdWpFSy1wNGw1cmhtWU10bFdjRmpWWUFXSE51Vjc4V2d4d1JzQXJESUVOaHBybU5OTnI2R0JRLXY3UjZWa1BLNU91VVJLZkk5dV9oNXBKU2RsWndNRk9EcUx2bFY5UnUwMHNfNzJXVjF0OU9kV3loTEpVcDNlSWNDdlp0QnZ2eVZkQlhtcGppRkNfUWsxT2xmeHJGMWt4cDI5NHNpUGhzNzg4Nkhn?oc=5&hl=en-US&gl=US&ceid=US:en
PATANJALI,2026-05-11 15:48 IST,Patanjali Foods Ltd is Rated Sell by MarketsMOJO - Markets Mojo,https://news.google.com/rss/articles/CBMirwFBVV95cUxOVmdkTGpXaHc5UXFabGVWc3FrcTM5a3hlWFpaVTZKUGJ3b1dVRC1CRXBSNEQwam9OY0gwRXA2RFhrTUhQMC13aUVaSG1VLVRidEhmWXFaY3JwZm5sbGx3Z2lmeTJfdV93RkFUX2I3SUhOdXlNanBFTXZwWk43TXYwMXo4Y24tcG1sZGFUcm1QcmJtQ1B1SFBBYTlkbXRtcWNFckNZNmEtZGtFeU5VY2NF?oc=5&hl=en-US&gl=US&ceid=US:en
PATANJALI,2026-05-11 08:02 IST,Patanjali Foods Ltd Valuation Shifts Signal Price Attractiveness Concerns - Markets Mojo,https://news.google.com/rss/articles/CBMiywFBVV95cUxOdU5LcWRqRlRnR1pUak1zVG1TOWo2b0JsOVFjbkw2NlVpSWlKY2YtbmhsUVhwcXN2cWJucDBNQ0E0bFY5YkJOaEI4eFRHYzRGbnNfankzMEc5ak9UcUVuRzdjcGQxVlpiTG9mLVBnU2FsOGwwY3hhSV9jVERVRnBpdnZMdzZ0Z01GTjlSN3J1alZZWmdmZ0ktV3dBNXR5Tk5xaWk4ZU9aVkt3TWlKSGFCcGxOUzdKeTBnLXRfOXBwT3I0OXNVUFNER2M3OA?oc=5&hl=en-US&gl=US&ceid=US:en
PATANJALI,2026-05-08 12:30 IST,Patanjali Foods Q1 Results 2026 - Find Patanjali Foods Q1 Earnings Result | PATANJALI Q1 results - Mint,https://news.google.com/rss/articles/CBMihwFBVV95cUxPNmxzcnR2UHhuNlU3TFAxNjdJWURWUmVoTzJyNXNRanQ1a3NlV3NfUW9ZN19nalk0dmdWSEtTcGlVU3cxRzRlUnlxcDgzaXA0ZE5hd2plRUNQcWFCTExaMmgxRVZSdTdzNXdOdVRDcWpLTjRiYW9sZ1NTZjVEYVJhaVZIdFV0MVk?oc=5&hl=en-US&gl=US&ceid=US:en
PATANJALI,2026-05-06 15:04 IST,Patanjali Foods Limited Announces Special Window for Re-lodgement of Physical Share Transfer Requests - scanx.trade,https://news.google.com/rss/articles/CBMi7wFBVV95cUxOTVRmYnBkVXUtVFdHck5KeEJKZ0NOM2tyaV9NcWJ3R2o0NDZSR1F6R3ZtTld1U0J2U25YV1UxWWlIbXNNTjhKNi1ySnVnNHZJZ2ltLWFxU3BzYWgwOXl5a2pWbzZ5bExMT1NtRUNMSExrYkZldGxzWmRMTnlHY1M0VmphY08tVW5IOGItX2JmWmNGelpNT3ZIUEhMSTQ2LVJaRVV2bWplMWczeWpVS0RTanB0WGZYMDZQQ2VjcU1Sc3pkdVg3NG1vWE9udjUtc3I4dzNCN3VKTlplNnhJNkxJSlpEVzNOelNoQWJBMUJ3dw?oc=5&hl=en-US&gl=US&ceid=US:en
SUZLON,2026-05-12 19:43 IST,Suzlon Energy shares surge 37% from 52-week low; is the stock gearing up for further upside? - MSN,https://news.google.com/rss/articles/CBMitANBVV95cUxOSW5jUGRyU21neGxJUkM1a1hzN2MzUm5kSmZ2WW8zSVZ2UzEyNDYzMjNsbnlHemdpVDM4aHZpd09td25PcklYNUdJZURabGo5aVN6SmN3b2FJUXRGZy1kY2FZa1lwME5USHotR0ZWOUw2SV8tODhyYk92Ukh2bFZnaWZkdlUxU3NtRFZKSzJrMXZXTjBDaHBvZ081MjFUU2d6Z0lhWnhubU9BYk9vd2JxQ3dkMklrdTUwck1ValhPLWpmaDNBZ3hCTE14UzZvYjFRemRwQkV0eVBFYlA3Vk1fLXB0cDNNdUlKYzZNLXFfSi1FVjdVdlpUN0xjNVNtR0pMSEtocXdTOThxaVRKU3hLYnJJN1o0NmxvMGZRWldUbUJJaXNPNmxYNzlpbzUycGh6TWVHWFFlWkp4NmUwLVExZ3A2VVNHZ2w5YXBicnZQcjB1OXY2LXdMS19SWDNVLUlhb3A3eEJHUWtCdHNmUFdtc2lVdzg3bDFyY01MaWdvQmNlak5NLW1WbEFmVlUxVGd1RzJTaUEwWTZHcUM1OWxpRnFaalNVUXNYMjFTU3AtbFhmNGJH?oc=5&hl=en-US&gl=US&ceid=US:en
SUZLON,2026-05-12 17:26 IST,"Suzlon Energy Q4 in focus as firm forays into Euro markets | Previews, share price targets - MSN",https://news.google.com/rss/articles/CBMikwNBVV95cUxPM2VKV0JqLWNwd2JrM194WGMycmtBbFRHS29jX0d5ZllnR2FadFNneC0wMVJEZWtNMmFWdmpHLW5Mc284bUVBZ2RKN0ZaUW43c2tDME1HVERKNXFvNk5vMDZCSTBtNHJEcXNleTBDRGVjOEp3aHR2Q1g0VWx5ME00ZGtRVjUwejdWV1kzN2JqZXJ4dklvNlRPOGFjdkpFUnQ0Wl9ybENiWEM5Vk95NjFNajBSRTRHY2JZcGZDbUdaaExVakdFSGtFblZocmthbFNQcnJzQTNPRHR2UFhvaUUzN1l0ZUJTOUQ1SFJ3TjQ5VzBJRGtlczNLUEppZHd2T1Q5c29fOWhzb1lyaHpjNVo1eXg0eVc3OHZDZVhPLU1GZ2diQjRmMFhoZy1ZcDZlV3NmOWZVY0Z4VFA0UkhJMkI3dHN6b0N5ZDBIbDBrRGF6eTJ0U1N2dlp0YU9STVNYWmwzRF9xWUZMVGdrTTQ4Y2xGZUZ5eVpfNGo5U1o5RGZQNE1qOUg1dlRQdXhJVmNvd0thZzgw?oc=5&hl=en-US&gl=US&ceid=US:en
SUZLON,2026-05-12 09:53 IST,"'Buy' Suzlon Energy, Paytm & GE Vernova shares: PL's analyst; check price targets - MSN",https://news.google.com/rss/articles/CBMi_AJBVV95cUxNVmdNN044ckpaXzYteHJIc2s1a0QxcEQtVFJiTEtBRjhqbDdlLXpwZ0dpbW1MeUZId2RTVXR5SkFJekppdFNxdUJZakQ4ZXptdmVBNGE1X0pzei1iMXFoZktDX1hFdnRMYk1KYjM4cXUyYzh3T1lfQzNhdnZTWGVFc1k3ZE9MYjUyZzhLU09aZTB4c0Raa3pjU3VUNWpCWDY5SWw2UTNvZzdpcU5CRERFaHYzbHFkLTFuTXktVzlqejJ4YzlybmpvenlPdmVqdVN0dTVQcU5rLUNFLW1FNFVqb2V3MXl4clVvbFlrYnRVQWxWSnNYOXZSRUswcHc1Q0tyN0N5M3pxaTJoQWpXU1VTeDU1a0JIeWh4dC1YWnltNzVXcFdNNy1YTExjTmdSTk1XRERiMnRrQVBRNUMzc0FHVmVJMjlFaE5Tck12Skl3MWVDdm9LRDVFVHRsRUp4MUtVcEt4RUo1a3owQ0NJUDJKVE5ZOXBhSGZZUFhNLQ?oc=5&hl=en-US&gl=US&ceid=US:en
SUZLON,2026-05-11 10:30 IST,Suzlon Energy Ltd Sees High Volume Amidst Sectoral Downtrend and Rating Downgrade - Markets Mojo,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPX0NPMHhsR253SGMwMWZsM016VlZhcENORFhhU29CZUxHNENaQmJreVlYS0ZhLWFPYkVKUkRFazdyNFJsclozQ1lmUkxrbm9GSUFLS3c1TUx0YjA4MmhmZFFUeFh3SFRDSnMtdjdHckpVUjhKbmRudnlsUGo3VHFqeUotSTBDei1peDdnS2hzU0FuUnpWSzBUOFg1N2FiUjJGMEhkV0ZyWXBjOHpycDhYT0VRZWk1aF9yM2gxa0NCZ1ZSWlFLWXptOGFrNVhLQzh0VjdaRmJR?oc=5&hl=en-US&gl=US&ceid=US:en
SUZLON,2026-05-10 15:12 IST,Suzlon Energy Ltd is Rated Sell - Markets Mojo,https://news.google.com/rss/articles/CBMimAFBVV95cUxNNFhXWXlSNDJ2WUpJUlJyeUhsU3ZQU0p0bTRpUnJIeWgzcHNQNmt5Y0lTbHpZbFZ3QVRRZUVfMEJnOVBxaWU2YTlvSU42cy0yVTJhVGxRSEI2aERtQ2dzaVZLbjdaSWg5T0lGWmdxeFBHSnBRZWIxSWdESTF5WE90dkdObFZEbFlmNzNadGw0aGFTX1ZYZjlWOQ?oc=5&hl=en-US&gl=US&ceid=US:en
SUZLON,2026-05-10 11:00 IST,"Adani Power, Suzlon Energy, Tata Steel: Up to 127% rise from 52-week lows - Buy? - Business Today",https://news.google.com/rss/articles/CBMi2AFBVV95cUxPZ3pFR3NFZWNOOFVudnMzdXo3bmYxbnhwMzJUQk8zVGRtdkdUbmFVT2dNcHRzWURwTnl6cFdNYkI3UU8xUnBQNkx5SGpEQ2lNWkdPaGN4MmZORXIteXdmWFZQUWJUWWZKUHR4MDR3aTZTVjQzSTVRemF5enlLOXRsRFBwZ04xTjU5OWVNekFiV2tzNVNfQnpUcFdDOTJVNnd4ZnJ3M3pjaDR1VUZEZnU2Unc3OC1xZXB4c241Y0k1cndiRGZnSEs1dko0eE5IZmI3eVhPQ0F5bXjSAd4BQVVfeXFMTUhWdzI3VjhvRHBDc2JkYTFWemZ1cVVJUWcxZHFMVnBBZmNHa296SkVfT3NfZDJGaXJsQ1lSNVhncVdKUFJZaE1ZcWVGd1BxeHp3Yk1hTjhFTEpzWXZkZ2pEU1BsREJvWWItbHBONmZYVVlJSTdrNm54UFdhbGo4TndjbmFERXI5b2ZtUWdQMXhVZW15SnBObnE1d3cyeXdZNmlxUXhJTm1yUnpYTjBBaTFEWkxLYXkxbHB2VDBldjRKelQ2NUg2bnZkbU5GVS1kcGhEdks2SEZELWVIdEZ3?oc=5&hl=en-US&gl=US&ceid=US:en
SUZLON,2026-05-10 08:58 IST,Suzlon Energy shares: More steam ahead? Target price hints at 29% further upside after 12% jump in 5 days - MSN,https://news.google.com/rss/articles/CBMi7AFBVV95cUxPVE9RN0RjX0Z6T0NNcEV0ZlZNV0VaQXA0RUk3QmMwSU82YnlvZnBfSExBcWZ1SnE5cDRXZ09EYnlfaGNIdjAtOEFCakVjWlkwQ0tDN1pXRnQ2VG04a0lYQXhxU25KNDRWVG9lRjZ1aUxMQURrYzZNdURFelVPRHJGcWlXY3lsV3FOVnFmbnA2ak5yLVNNWE9oQWZSYXlkZVI3QXZKSjlXN2MtVmhqYUdMT25pQVhDSklBVVdwck1qeEYyQ1k3OVJPSFJaZVdRZm1XYnhQX3MxVjQ4Y1hHLVRUUUc1Z3JrMmpscjdjXw?oc=5&hl=en-US&gl=US&ceid=US:en
